,T1R1,T1R2,T2R1,T2R2,T3R1,T4R1,T4R2,T5R1,T5R2,T6R1,T6R2,T7R1,T7R2,T8R1,T8R2,T9R1,T9R2,T10R1,T10R2,T11R1,T11R2
AT3G25790,1.858777144,2.693621369,0.326302553,-0.025270891,-1.036455113,-2.25637988,-0.533108505,-2.868702783,-1.595545513,-1.280499822,0.403680987,-0.802894104,-0.476491783,-0.113830945,-0.927094548,1.558949977,0.684939233,0.666264807,-0.807864314,-0.588359594,1.295507111
AT3G25890,4.166021193,4.233140899,4.192117206,4.173884822,5.121397056,5.227435897,4.915351995,4.243302242,4.348643624,3.856258316,3.627544795,3.44503341,3.903280386,3.578364779,3.855645074,4.331902195,3.988251649,3.625202151,3.638391916,3.778757275,3.802141251
AT3G25990,-0.538113008,-0.785110805,-1.599696865,-1.103273403,0.548507388,-2.25637988,1.341360613,0.190190906,-0.496009839,0.304462679,0.22859428,1.352384122,1.490341353,0.623134649,0.606337652,0.088320152,-0.693572391,0.005751273,-0.807864314,0.707096289,1.147408472
AT3G26744,5.408305951,5.306275604,5.295120898,5.306117533,3.536434555,3.471540574,3.436517846,5.087431331,5.054480444,4.937788201,4.980030357,4.35605978,4.408372506,4.183849603,4.171491671,5.360983259,5.522365009,4.804771712,4.734393736,4.769192411,4.761322346
AT3G27010,2.323180721,2.573743859,2.764875567,2.645664833,0.889544306,0.913545121,1.341360613,2.726243806,2.491917328,3.073849751,2.263082657,3.49922551,3.302481338,3.484428378,3.304758202,1.992460137,2.19395288,2.469407478,2.752850641,2.552121629,2.679422093
AT3G27650,0.309883898,0.39073903,0.470692462,-0.813766786,0.101048411,-2.25637988,0.203857089,0.069896672,-0.315437594,0.304462679,0.483851335,0.947127643,0.456394021,-0.345156491,-0.927094548,0.889774473,0.257518009,1.709766446,0.570647309,2.847026551,2.241735855
AT3G27920,1.227421738,1.228186017,1.570228136,1.45472205,-1.036455113,-2.25637988,-2.118071006,0.500531026,-0.010583012,0.118049555,-0.08174584,-0.014398209,-0.029032806,-2.546790352,-3.590059561,0.088320152,0.608990379,0.261008329,-1.544829908,1.506797639,0.795936101
AT3G28857,-1.637648682,-1.016436351,2.055654963,1.749169409,2.663984605,3.298208971,2.836125304,-1.283740283,-2.08097234,-1.280499822,-3.14063953,-1.940397627,-1.613995307,-3.283755947,-5.175022062,-2.71903477,-2.278534891,-0.424883081,0.570647309,-0.347351495,-0.155154298
AT3G28910,4.766884691,4.827416444,2.872790906,4.322991352,1.851070158,2.135937543,1.582368712,3.398083757,3.613907853,3.818489273,3.855598552,2.792956713,2.832260923,3.800166537,4.189112593,3.978627863,3.93481239,2.915741108,3.345941022,3.007491223,3.056896179
AT3G28920,5.076596836,5.284164902,5.179037379,5.224653433,4.416403852,3.576510134,4.389723634,5.3744712,5.094951402,5.305828221,5.394635847,4.694776319,4.868207619,4.901119396,5.161484498,5.215245824,5.034348064,4.228974501,4.447636419,3.912210719,4.343096569
AT3G29035,0.764449762,1.305491744,0.722231229,0.771195715,-1.036455113,-0.671417379,-0.533108505,-1.283740283,-0.010583012,0.932493902,0.766251066,0.49256178,0.587638554,0.175675672,0.034431304,1.779216097,1.508061471,1.073922776,0.32963921,0.596064977,0.692842608
AT3G44750,5.337994605,4.778544502,5.420449708,5.192368,6.444133157,5.898438229,5.806741498,5.586624437,5.620853918,5.250172524,4.853713907,5.44675809,5.601294999,6.344993351,6.199474084,4.991082862,5.205280886,5.657960176,4.887015879,6.364778634,6.607725995
AT3G45260,3.835767166,4.035540939,3.089602295,3.721155032,2.133469888,2.38747631,1.78881959,4.474112678,4.577239143,4.251590406,4.147842082,1.570564292,2.172601055,4.468903455,4.672035284,3.153793989,4.054173042,2.364437918,1.914601711,1.237611006,2.087702226
AT3G45610,1.621085586,1.280180655,2.554108471,2.066651598,3.990344946,3.576510134,3.904296807,1.736159275,1.663188756,1.799227371,1.578178718,2.897545614,2.172601055,1.153649366,1.645156901,1.673282653,1.421904827,2.2114263,2.424796443,2.581565407,2.624455634
AT3G46070,-4.445003604,-5.539998307,-3.92162496,-4.273198404,-3.358383208,-2.25637988,-2.118071006,-4.453665284,-2.08097234,-4.73993144,-3.14063953,-4.262325722,-2.350960901,0.745991397,0.707620988,-5.040962865,-4.600462986,-4.948445037,-3.129792409,-1.240436291,0.795936101
AT3G46080,-2.860041103,-2.080566689,-3.92162496,0.119119018,-1.036455113,-2.25637988,-0.533108505,-2.868702783,-0.702460717,-3.15496894,-2.403673935,-0.802894104,-2.350960901,1.951460515,1.332772578,-3.456000364,-2.278534891,-1.489013418,-1.544829908,-2.462828712,-1.740116799
AT3G46090,-4.445003604,-2.732643385,1.207658057,3.566005384,1.927019011,3.029022339,2.525785184,-4.453665284,-2.08097234,-2.418003345,-4.72560203,0.782068397,-0.029032806,1.435062301,1.234368874,-3.456000364,-4.600462986,1.709766446,1.262525014,-0.588359594,0.18588262
AT3G46130,3.443739645,3.07102649,2.30719373,2.965206335,1.595813103,1.650510715,1.051853995,4.497619431,4.588621411,3.795343936,4.401102443,0.381530467,1.273529964,2.95783004,2.701494885,4.476706523,4.379676591,2.308942806,2.484917435,2.018297978,1.868692444
AT3G46600,4.786217577,5.090268818,4.541899413,6.492502083,3.328117319,3.765987933,3.904296807,3.817797744,4.582941502,4.88395005,5.480191219,7.578058828,7.274139082,5.593783825,5.565601983,4.190258316,3.804678477,7.549656207,7.652386785,6.571511743,5.956155285
AT3G46640,2.92131861,3.363883538,3.391257995,3.406281695,5.419693922,5.531522679,5.021480346,5.248507401,5.333501496,4.031558029,3.870587726,4.617257527,4.675101396,5.509576409,5.634746067,4.190258316,4.356639055,4.929605876,4.644994651,4.843992491,4.951975577
AT3G47500,3.560620945,4.016507747,5.069896886,5.2365766,5.887169498,5.570168607,5.75844594,5.245039383,5.191424169,5.945693399,6.040098457,4.671364933,4.559931625,1.872748539,2.004887028,6.380576042,6.193140323,5.024534749,4.983949757,4.044965928,4.42579514
AT3G47600,2.653028479,3.135958726,3.044159324,3.273696055,1.499597787,2.38747631,1.969391835,2.535019403,2.736650918,2.271295815,2.550522375,3.374298898,3.223947935,2.164704554,2.490313855,2.551494172,2.497569097,3.101403513,3.313151087,2.917993072,3.157123627
AT3G47620,5.680409866,5.827962402,5.295120898,5.944759293,5.752752462,5.691987351,5.770672243,5.64304987,5.712143215,5.506809158,5.960022809,4.87466539,4.967958444,4.854089084,5.297668777,6.095387476,6.161919053,5.212686846,5.443854779,4.717080378,4.655631529
AT3G47640,5.379955137,5.476113531,5.552080789,5.561272646,3.2114724,3.893367239,3.167331213,4.852396405,4.638758717,5.746903581,5.824182638,6.469841703,6.269869848,4.446431115,4.617768233,5.396789207,5.182535223,6.057881042,6.243072651,5.493305403,5.660762638
AT3G48160,2.296463382,2.260901593,1.363777259,1.15306635,-1.773420707,-2.25637988,-2.118071006,1.813121257,1.863886106,1.859981402,1.464222529,0.866957295,0.8189641,0.488833557,0.49740328,1.498195946,1.774576445,0.261008329,0.570647309,1.378473542,1.610380448
AT3G48430,4.557811412,4.532804227,4.914425395,4.868908653,5.161253045,5.680258059,5.887553543,4.369701956,4.155520278,4.285208122,4.353882754,2.835706361,3.029860883,4.247625514,4.206520889,4.436795401,4.630758195,3.236430306,3.136994132,3.300936942,3.738855006
AT3G48440,2.989624624,2.890454244,3.155190637,3.002926001,1.851070158,0.913545121,-0.533108505,3.86374733,3.762006492,3.484070234,3.653776337,3.403010195,3.052761285,2.879474402,3.142390552,3.211702567,3.523658326,2.964444299,3.019954711,3.419814337,3.304277321
AT3G48590,4.500440232,4.718567726,4.181662848,4.123406377,5.477667147,5.836377261,5.898737282,3.093229176,3.423648052,3.559276578,3.55516874,4.925026351,5.044216176,2.56590978,2.713721187,4.027815413,4.017922516,5.54240584,5.539092576,4.960637409,4.722589952
AT3G48920,0.198852586,0.902945188,-0.221185242,-0.813766786,0.548507388,0.065548215,-2.118071006,-1.646310362,-0.154972921,0.21426487,0.889107814,-0.802894104,0.456394021,-0.961827852,-0.927094548,0.38530189,-0.07690103,0.261008329,0.32963921,1.161662153,1.223357325
AT3G49530,3.739871739,3.993331425,4.095183327,5.28713443,5.508895532,5.178248347,4.776746757,3.628483757,3.602724114,3.763894298,3.914642906,5.313213524,5.138218061,4.762458608,4.834806556,3.320980909,3.31242635,5.235190345,5.214503499,5.134603141,4.900851112
AT3G49850,3.4798089,3.612286535,3.513003267,3.93137274,2.314042134,2.38747631,2.525785184,3.385538504,3.625005562,3.342217601,3.72972519,2.112713709,1.845436312,3.032148361,2.969636181,3.984176697,3.51327918,2.598449423,2.424796443,2.720393112,3.077506459
AT3G49940,4.905935578,5.166497711,3.197316112,4.511436441,2.791363912,3.358329964,2.926323113,3.046180603,3.080915342,3.763894298,3.508017647,4.241500016,4.426020372,4.318633626,4.392934014,4.412307769,4.003163359,4.433097914,4.370053478,4.540923423,4.465432112
AT3G49950,1.621085586,1.280180655,0.470692462,0.680997906,-1.036455113,-2.25637988,-2.118071006,0.190190906,0.351987067,0.545470779,-0.202040074,-2.677363222,0.15153944,-1.698793446,-1.715590443,-0.793035352,-0.07690103,-2.626516942,-1.544829908,-1.240436291,-0.361605176
AT3G50060,3.038812173,3.738451151,3.700426859,4.962815788,3.241529634,3.471540574,3.904296807,2.488849221,2.283600092,3.723592933,4.594070091,5.006800957,4.443454965,4.041174636,3.850117501,1.877900372,1.703317762,4.850836585,4.321418703,4.065950953,3.304277321
AT3G50260,-1.637648682,-0.41071529,-1.599696865,-0.025270891,-0.188458206,-2.25637988,-0.533108505,0.404315711,0.240955755,-0.347614018,0.403680987,-0.561886004,0.456394021,-0.113830945,0.37956679,0.088320152,0.043393204,0.982292301,0.570647309,0.200136301,0.461517062
AT3G50410,2.241496923,2.022244117,3.743710957,2.92647394,3.652844048,2.267182076,1.969391835,1.612423906,0.726382582,1.799227371,1.157041019,0.261236234,0.15153944,2.164704554,1.880260374,1.025126325,0.89139011,1.201302083,1.393769547,2.255989535,1.492543958
AT3G50650,2.543681083,2.856606474,2.736586522,2.886672932,1.165178748,0.065548215,-0.533108505,2.89506287,3.01495208,2.911120251,2.80577943,0.261236234,-0.7659984,4.891169736,4.851501381,1.92482142,2.637941753,0.477819718,0.32963921,0.707096289,1.665875561
AT3G50700,3.719903323,3.724444293,2.923865091,3.226647483,2.067881547,2.135937543,2.40549095,4.073811722,3.950246391,3.833715747,4.129266353,3.205279828,2.750577125,3.079648784,3.178124764,3.978627863,3.988251649,2.903304004,2.892575404,3.370061302,3.097826443
AT3G50750,3.925683803,4.130657942,3.967118289,4.423769122,3.821525882,3.720900043,4.148715535,3.267433905,2.816268086,4.044703405,4.305065106,3.754482565,3.563922485,2.142508808,2.625877838,3.697129395,3.564443941,3.706190992,3.881434847,3.246829536,3.137627451
AT3G50870,0.309883898,1.201468679,1.632963891,-0.025270891,0.548507388,-0.671417379,-2.118071006,0.190190906,-0.010583012,0.751921656,0.559800189,1.163939032,1.349478817,-2.061363525,-0.927094548,0.791927149,-0.07690103,1.559349603,0.777098187,1.680129242,1.55266495
AT3G50890,2.213207879,2.614819802,3.25828413,3.057718474,3.584131298,4.219353551,4.221778997,2.054129356,1.527836903,1.48888725,1.78219261,2.041455026,1.421628603,-0.781255606,-0.927094548,1.617248618,1.907331654,2.017339248,2.362060688,1.785098801,1.71931482
AT3G51060,1.663520853,1.717389535,1.03257135,0.584782591,-1.773420707,0.065548215,-0.533108505,0.590728835,-0.154972921,0.932493902,0.828986821,-1.940397627,-0.029032806,0.085477863,-0.42013456,0.088320152,-0.693572391,-1.489013418,-3.129792409,0.039671629,-0.361605176
AT3G51080,2.184353016,2.139481792,2.487765976,2.441047113,2.618896716,2.69781643,3.011212011,2.579757717,2.467464285,2.225852844,2.119888021,2.180617773,1.678786442,0.488833557,-0.782704639,2.536465963,2.539088366,2.270723484,2.978732048,3.300936942,2.758134069
AT3G51120,4.378363636,4.494800655,4.92699798,4.790196677,5.230331428,5.846907928,5.695710185,4.615112994,4.554201607,4.245910497,4.548193569,4.629457981,4.774883032,4.194676634,4.338705534,4.399906303,4.484345402,4.615704453,4.631758824,4.044965928,4.343096569
AT3G51910,2.296463382,2.096626313,6.439222124,5.818236982,5.887169498,5.450979252,5.616638614,-0.753225566,-0.702460717,0.304462679,-0.638139189,8.471325194,8.515545311,4.210766337,3.838998409,-0.517400909,-1.430537985,8.811755114,8.995943921,9.156627096,9.309595641
AT3G51960,0.509192706,0.132427035,-0.751699959,0.481689098,-1.036455113,-0.671417379,-2.118071006,-0.753225566,-0.496009839,0.014956062,0.403680987,-0.014398209,-0.235483684,-2.061363525,-0.651460106,0.740396849,0.353733324,0.18083798,0.570647309,0.810189782,0.692842608
AT3G52250,5.402053742,5.329595536,5.691243537,5.812937821,4.566429296,4.754847375,4.824443499,5.003715595,4.939174233,5.056108168,5.083362145,3.374298898,3.715128289,4.791277445,4.817916274,5.398868019,5.352278261,3.617609001,3.638391916,3.190613527,3.751736298
AT3G52910,3.101890856,3.056191449,3.155190637,2.738028851,2.94539754,3.101172124,3.167331213,3.670456028,3.914512179,3.208435791,3.439304896,2.99506212,3.075303854,1.789493035,1.364136749,3.372665064,3.652202446,3.28517464,2.847487515,3.778757275,3.515383934
AT3G53310,1.821782937,1.330366412,-0.014734365,-0.185735563,0.729079633,-2.25637988,-2.118071006,1.736159275,1.527836903,1.918280042,1.874310812,1.846198734,1.421628603,1.398068093,1.743841175,1.334076566,1.376816937,1.765800481,1.728188586,0.810189782,2.004044297
AT3G53340,3.709814505,3.652294507,3.743710957,3.941120716,5.345520366,5.715163674,5.397628832,3.030150493,3.159341989,3.444943903,3.313316959,4.341300623,4.326171444,4.016977926,4.002397476,3.364178598,3.564443941,4.357616652,4.288060106,4.656112361,4.556340609
AT3G53370,1.997939892,2.006896152,3.044159324,2.845742668,3.917741197,3.626263169,3.554354336,2.314519041,2.36528389,1.859981402,1.614247973,1.887421397,1.421628603,1.701137161,1.719795702,1.90155164,1.232427028,2.106837399,2.079660957,2.61042027,2.758134069
AT3G54220,5.156767184,5.188772542,4.970158743,5.000597195,1.499597787,-0.671417379,1.78881959,4.698619558,4.536678779,4.861839348,5.010799901,0.782068397,1.018272909,3.992368459,4.031992258,5.330813779,5.139317624,2.017339248,1.824403902,1.444061884,2.004044297
AT3G54320,2.653028479,2.898793545,2.764875567,2.645664833,3.436032659,3.893367239,4.357662425,2.930039008,2.891720314,2.028252884,2.240182254,3.138553714,3.394993476,3.734907898,3.770421775,2.325359349,2.219715976,2.852454863,3.019954711,3.151881132,3.077506459
AT3G54390,2.867879351,2.947841726,3.87927494,3.776650145,2.369537247,2.135937543,2.129856507,3.385538504,3.262435482,3.622012333,3.527063402,3.525576837,3.052761285,3.020024802,2.819331375,3.862918981,3.460232946,3.531335227,3.528419074,3.853075595,3.589006798
AT3G54430,2.425361116,2.299205481,2.819842026,2.945970116,2.791363912,1.991547633,2.636816496,0.972599471,1.32502002,0.932493902,0.766251066,0.1299917,0.707932788,1.574225049,1.719795702,0.68695759,1.282180063,0.543408059,0.32963921,1.834851837,1.223357325
AT3G54620,4.824123075,4.922503965,4.888946674,5.005251054,5.843740616,5.898438229,5.79481833,4.631143104,4.414083188,4.650237516,4.937956074,5.28263871,5.410590331,5.297444635,5.064576467,4.728874979,4.526241487,5.319512047,5.358047625,5.376375076,5.357915284
AT3G54810,4.209632425,4.313311248,4.53370226,5.264019996,4.48082058,4.798902555,4.421087805,4.532176653,4.287097537,4.500859892,4.937956074,4.879781335,5.30009079,7.283883297,7.274900354,4.070172805,4.576956552,4.484096863,4.841751145,4.365836716,4.570950303
AT3G54990,3.132425224,3.170808126,1.806295494,2.669316101,0.101048411,1.203051738,-2.118071006,3.422851663,3.159341989,3.331530922,3.478969114,1.465594732,0.707932788,1.951460515,2.004887028,3.620815233,3.187439573,1.9704182,2.424796443,2.491367598,2.880469612
AT3G55370,1.744820955,2.006896152,2.487765976,2.413302123,0.729079633,1.991547633,0.203857089,2.314519041,2.040043061,2.336884157,2.240182254,0.691870588,0.312004112,1.951460515,2.024650283,2.37688965,1.999449856,0.409106968,0.777098187,1.237611006,1.364219861
AT3G55730,2.094155207,2.487907689,3.176407123,3.09312381,3.241529634,3.80970931,3.764572043,1.218760058,1.211809409,1.635107991,1.54118451,3.013798683,3.006591104,2.407405958,1.695342658,1.72722146,1.628355704,2.486183191,2.703097605,1.882946125,2.166773797
AT3G55980,4.151186152,4.798738075,3.6097565,7.365689978,3.328117319,3.524979833,2.836125304,3.294527566,3.821101239,4.407273485,5.191770049,6.252388332,6.194647161,6.300580248,6.280818847,2.930580689,2.899382901,6.703055184,6.613358985,5.568757631,5.12034946
AT3G56400,0.078558352,0.482369506,0.326302553,3.639690932,0.101048411,1.203051738,-0.533108505,3.10857714,2.695131648,2.001535546,2.512802709,3.525576837,3.358697347,1.760638173,2.461602559,-0.517400909,1.071962356,3.246311817,3.136994132,1.929488711,1.429808203
AT3G56850,3.977061162,4.169085505,4.273131894,4.39568658,3.781168145,3.471540574,3.239480999,3.596183265,3.668561928,4.133512672,4.084969604,2.703458562,2.934441318,4.023065256,3.997405447,3.844733508,3.770224421,2.890758751,2.362060688,3.300936942,3.304277321
AT3G56970,8.187310059,8.227048123,8.572480588,7.87940334,4.025321085,4.982024859,4.389723634,6.573549601,5.572947533,8.917498669,8.713839305,10.61826224,10.06363626,6.650426341,7.045053909,8.836992223,8.211112402,9.501026063,9.805188424,8.984082262,9.024257225
AT3G56980,7.691026245,7.756200961,8.381870416,7.716550871,5.715758255,5.771526116,5.682828894,5.920287371,4.866226244,7.883721468,7.766501512,9.210745792,8.806175468,6.343777938,6.628705465,7.79014641,7.165651771,8.299037498,8.455639643,7.864723932,7.943930463
AT3G57230,3.560620945,3.662125516,3.111798041,3.377853287,2.908403333,3.416045462,2.926323113,2.840955465,2.53961407,3.034855619,3.199210473,2.147065214,2.130165789,1.731194395,2.119598687,3.838620385,4.04699544,2.598449423,2.424796443,2.101955907,2.537867949
AT3G57390,2.849617145,2.73146472,3.176407123,2.965206335,3.299828275,3.358329964,4.031676113,2.665275789,2.891720314,2.459740904,3.00910759,2.835706361,2.330863139,3.032148361,3.124185957,2.426642685,2.410764269,2.502766075,3.019954711,2.693675774,2.949182362
AT3G57480,2.184353016,1.95984758,1.693084884,2.066651598,0.101048411,0.913545121,0.689283916,1.100923568,0.806552931,1.974314077,1.683788906,0.782068397,0.456394021,1.701137161,1.743841175,1.368428071,1.071962356,0.543408059,0.570647309,0.906405098,1.067238123
AT3G57600,0.981261151,1.17424721,1.961018089,1.508161309,0.729079633,-0.671417379,-2.118071006,1.921374147,1.863886106,1.237348483,1.578178718,-0.014398209,0.707932788,1.013924602,1.053796629,1.947721822,1.774576445,-0.090464042,0.040132593,0.810189782,0.18588262
