,T1R1,T1R2,T2R1,T2R2,T3R1,T4R1,T4R2,T5R1,T5R2,T6R1,T6R2,T7R1,T7R2,T8R1,T8R2,T9R1,T9R2,T10R1,T10R2,T11R1,T11R2
AT5G06250,-1.275078603,0.014590544,1.122769159,0.584782591,2.067881547,1.203051738,2.129856507,-0.061347861,0.120661521,0.118049555,-1.025162312,0.1299917,-0.476491783,0.685870404,0.49740328,-0.648645442,0.353733324,-0.556127614,0.32963921,0.475770743,-0.361605176
AT5G06420,0.981261151,1.493424694,1.859734753,1.399226938,1.499597787,2.135937543,1.051853995,1.955725652,1.863886106,1.735801991,1.54118451,0.947127643,1.273529964,1.872748539,2.137860894,1.434770566,1.071962356,1.355335711,1.118135105,1.309760792,1.295507111
AT5G06510,-0.744563886,-2.080566689,1.435927044,-0.185735563,0.34205651,1.831082961,1.341360613,2.232835243,1.825918256,0.545470779,-0.202040074,-1.092400721,-0.235483684,0.26056457,0.552898393,-1.340523147,0.825801769,-0.860982196,-0.807864314,-0.877866211,-0.155154298
AT5G06710,1.621085586,1.717389535,1.961018089,2.356158216,2.663984605,2.135937543,2.739909989,2.416699436,2.040043061,1.799227371,1.78219261,2.245468918,1.791997053,0.912641266,0.974725058,1.97026439,1.774576445,2.289959702,2.296472346,2.77238775,2.312994538
AT5G06770,3.289706016,3.44014127,2.34516158,3.377853287,2.663984605,1.650510715,2.525785184,3.398083757,3.473616512,3.220070492,3.268751407,3.576878066,3.595458059,2.79661747,2.599764998,3.690356166,3.347904245,3.332325733,3.690386554,3.246829536,3.338834543
AT5G06800,0.198852586,0.869392629,-0.014734365,0.856084613,-3.358383208,-2.25637988,-2.118071006,-2.868702783,-2.817937934,-1.570006439,-1.555677029,-2.677363222,-2.350960901,-2.061363525,-2.00509706,-2.233607943,-1.141031368,-2.626516942,-3.129792409,-1.240436291,-2.477082393
AT5G06839,-0.052686181,0.074711537,-1.599696865,-1.103273403,-1.773420707,0.550975042,-2.118071006,-1.283740283,-2.08097234,-1.280499822,-0.477674517,-1.4549708,-0.235483684,-0.224862258,-0.651460106,-0.286075363,-0.208145563,0.261008329,-3.129792409,-0.877866211,-0.892119892
AT5G06950,3.381544883,3.321088599,3.562190817,3.566005384,4.530360041,4.754847375,4.958744591,3.267433905,3.048310677,3.384189871,3.429216079,3.91259996,3.952819847,3.234569361,3.25543049,3.29442749,3.27605396,3.900177904,3.903630593,4.185828464,4.152274227
AT5G06960,3.394200184,3.490668829,3.930124081,3.627668404,4.994763618,5.365671939,5.299781509,3.482972655,2.891720314,3.531531588,3.770252997,4.66545224,4.535751813,3.848957976,3.86663709,3.381101901,3.238740802,4.406906059,4.069879936,4.296504695,4.152274227
AT5G07100,0.198852586,0.132427035,-3.92162496,-1.95127031,-3.358383208,-2.25637988,-2.118071006,0.301222218,1.151688417,0.118049555,-0.08174584,-1.4549708,0.312004112,1.013924602,0.439687782,-1.340523147,1.875270445,-2.141090115,-3.129792409,-4.047791213,-1.740116799
AT5G07580,3.91694017,4.080221518,3.743710957,4.088745369,4.826492135,4.430120647,4.421087805,4.995483361,4.870895164,5.212809807,5.15551193,3.830431419,3.394993476,5.682989814,5.666542286,3.984176697,3.895392041,2.952421771,3.019954711,2.395152283,2.241735855
AT5G07680,0.981261151,0.902945188,1.03257135,1.15306635,-3.358383208,-2.25637988,-2.118071006,-0.205737771,0.351987067,1.635107991,1.578178718,1.023076497,1.349478817,2.72373859,2.807971513,1.434770566,0.89139011,1.355335711,0.777098187,1.309760792,0.18588262
AT5G07690,4.158622741,3.87996187,5.854808072,5.810280923,1.770899809,0.913545121,1.78881959,4.065970969,3.689856706,4.575218122,5.118319021,0.691870588,-0.029032806,3.869373812,3.383398651,5.40094384,5.037972928,2.644012,3.099026282,3.865098124,3.484849566
AT5G07700,0.412977391,0.292891707,2.268199599,2.030582344,-0.188458206,0.065548215,0.203857089,-0.205737771,-0.943468816,0.469521925,1.251677893,-1.4549708,-1.613995307,-0.961827852,-1.715590443,2.138946225,1.703317762,0.543408059,0.570647309,1.624634129,1.295507111
AT5G08070,1.046849492,1.305491744,0.936356035,1.218654692,-0.551028286,0.913545121,-0.533108505,1.16104456,1.663188756,1.32615775,1.055757683,0.782068397,1.108470718,0.488833557,0.251242693,1.528892743,1.628355704,0.934198012,0.777098187,0.707096289,0.18588262
AT5G08130,6.131480743,6.094358994,5.498335218,5.635194216,3.328117319,3.720900043,3.609849448,5.1738686,5.180182333,5.546626321,5.779216957,3.91259996,4.02407853,4.687787607,4.837602477,5.277579945,5.360986708,3.868538586,3.4400632,4.034357829,4.092773215
AT5G08190,3.355896296,3.576345654,3.954891986,3.743609883,4.442516692,4.686134625,4.752293713,3.459224052,3.159341989,3.464639704,3.508017647,3.638541086,3.610971058,3.602956767,3.686064844,3.547751771,3.449385563,3.555380701,3.638391916,4.117115714,4.385038333
AT5G08330,4.251963922,4.362376807,4.404804527,4.654579558,5.757960753,6.015083148,5.920847983,3.711241643,3.840273549,3.613215385,3.840452008,3.709217832,3.952819847,4.499788014,4.232245702,4.090894096,3.84662024,4.114950044,4.009758944,4.697042625,4.393282327
AT5G08520,5.068723992,5.013630987,4.613650416,4.858658556,4.691465342,4.92352921,4.958744591,4.810777316,4.833113757,4.876617403,5.086575275,4.090821103,4.443454965,4.62913339,5.088247139,5.279837684,5.301912128,4.320681642,4.492259411,4.382661339,4.519155688
AT5G08790,5.028702146,5.280978385,4.836598254,5.453019755,4.786275035,5.127324412,4.540140477,4.491778552,4.728956526,4.59322391,4.411389082,6.675048098,6.497662039,6.348633458,6.434618413,4.10624206,3.965591052,6.039529487,5.52484362,5.910761503,5.803688377
AT5G09330,6.00929569,6.009305061,5.103514602,5.357978651,2.908403333,2.872903137,3.308193749,5.586624437,5.575810024,5.607689928,5.46792333,3.49922551,3.729412515,5.913460747,6.079416086,5.343820885,5.527531335,3.741552934,4.050116681,4.156779932,4.40147948
AT5G09410,5.460383401,5.329595536,5.319166372,5.55493808,4.65842508,4.282778931,4.650113319,4.923545246,5.008610553,4.85065561,5.227139217,4.688958993,4.64527718,4.718121341,4.63072181,5.04517336,4.971289657,4.736303583,4.75895084,4.909310829,4.599733204
AT5G10030,4.75712022,5.068256515,2.186899496,3.057718474,2.831441351,3.576510134,3.496638838,3.808429561,3.710841731,3.763894298,3.921856396,2.703458562,2.884255561,4.183849603,4.16259984,3.844733508,3.770224421,2.745041921,2.936296782,3.33591308,3.389166218
AT5G10140,2.425361116,2.431545247,2.14446423,1.704081519,3.2114724,2.267182076,1.582368712,2.260580234,0.726382582,1.635107991,1.50321666,2.180617773,1.845436312,2.164704554,2.387220362,2.014319571,1.421904827,1.946372726,1.999490608,2.871072025,3.097826443
AT5G10280,0.078558352,0.649826251,-1.114270038,-1.103273403,-1.773420707,-2.25637988,-0.533108505,-1.283740283,-2.08097234,0.686333314,1.578178718,-0.561886004,-0.7659984,-0.781255606,-0.927094548,0.31658914,0.154424516,-0.304588847,-0.807864314,-1.240436291,0.025417948
AT5G10510,2.473859633,2.324187837,2.487765976,1.993588136,1.499597787,1.831082961,1.341360613,2.204546199,1.900880313,2.80696302,3.211035909,2.041455026,2.213823718,3.056094056,3.328803676,2.359916571,2.454819449,2.04023965,0.777098187,1.680129242,1.77084512
AT5G10570,0.840398615,1.029857301,-0.462193342,0.481689098,0.34205651,0.913545121,1.051853995,0.301222218,-0.702460717,-1.280499822,-0.638139189,-4.262325722,0.15153944,-2.061363525,-2.853093967,-0.397106675,0.257518009,-1.778520035,-0.807864314,-0.588359594,-0.602613275
AT5G10970,-1.275078603,-1.452535466,0.833262542,0.584782591,0.729079633,-2.25637988,1.341360613,0.404315711,0.641493684,0.987989014,1.205135307,1.570564292,0.922057593,1.197370743,2.137860894,0.003431254,0.684939233,0.095949082,-0.322437487,0.596064977,1.147408472
AT5G11060,4.629137859,4.618611381,5.564204348,5.220657045,5.616031382,5.54452002,6.016355314,6.172956368,6.209046507,5.681081415,5.945939036,6.715669646,6.570880036,5.663637478,5.82849585,5.382153045,5.537808814,6.189186561,6.609988201,5.258270477,5.336698798
AT5G11190,0.599390515,0.187922147,-0.014734365,0.370657785,0.34205651,-2.25637988,-2.118071006,0.831736935,1.088952661,0.118049555,0.132378965,-0.014398209,-1.613995307,-3.283755947,-2.853093967,1.148861694,1.330274351,0.606143815,1.514063781,1.834851837,0.692842608
AT5G11260,2.673937469,2.882066459,3.427103194,3.447900784,4.613160346,4.589110171,4.62339598,2.465197953,2.736650918,2.967427692,3.100946457,3.776593267,3.610971058,2.767906173,2.173706092,3.856882591,3.470999376,4.076694525,4.009758944,4.076330099,4.030712247
AT5G11270,5.044844356,5.002066235,5.006153002,4.848335113,5.828968865,5.691987351,5.853472548,4.910469371,5.090955014,4.476814418,4.500810163,5.05282384,5.026972604,4.257986026,4.318833387,5.061012806,4.959869848,5.558358401,5.428628305,5.289830689,5.34096713
AT5G11510,3.881425883,3.571137363,3.513003267,3.226647483,1.033934215,1.650510715,1.051853995,3.10857714,3.031727793,3.254421997,3.062300529,3.601860422,3.626319023,2.026099316,1.880260374,3.22113198,3.470999376,3.720439947,2.703097605,4.086635108,3.874593045
AT5G11590,-0.985571985,-0.182446303,0.722231229,0.370657785,2.57235413,2.38747631,2.40549095,2.488849221,2.006490501,1.48888725,1.614247973,2.680188783,2.403926601,0.416683772,0.49740328,2.057069218,2.086037541,2.502766075,2.752850641,2.29205879,2.880469612
AT5G12330,0.981261151,0.688820383,1.750800382,1.218654692,-0.551028286,0.913545121,0.203857089,0.831736935,0.641493684,1.669459496,2.193261207,0.947127643,2.130165789,1.81778208,1.053796629,1.528892743,1.330274351,0.779475418,0.040132593,2.018297978,1.77084512
AT5G12840,3.993788249,4.020334527,4.733011068,4.53737323,4.263668612,3.893367239,4.031676113,4.172043559,4.273056598,4.245910497,4.305065106,4.683118114,4.802168858,3.466671907,3.486756036,4.464848689,4.441196165,4.968927043,4.771074399,4.800831728,4.689499165
AT5G12850,5.28461714,5.429388214,5.323927746,5.393913138,3.487106843,3.358329964,4.071753553,4.515001509,4.4076712,4.831821203,5.007413291,4.509163747,4.297696275,4.477795286,5.035649282,5.152562496,4.940633629,4.75025963,4.604917212,4.510629501,4.556340609
AT5G12870,-0.197076091,-0.254596089,-0.462193342,0.481689098,0.548507388,-0.671417379,0.203857089,-0.546774688,-1.595545513,0.469521925,-0.333284607,0.866957295,1.108470718,-0.781255606,-1.087559221,-1.581531246,0.353733324,0.409106968,0.570647309,0.039671629,-1.254689972
AT5G13080,-2.860041103,-0.785110805,-1.114270038,-0.572758686,0.548507388,1.444059838,-0.533108505,-4.453665284,-2.08097234,-1.570006439,-1.555677029,-0.561886004,-1.12856848,1.197370743,1.053796629,-2.71903477,-0.900023268,-0.556127614,-1.544829908,-1.725863118,-1.254689972
AT5G13180,4.905935578,5.131542759,5.114548652,5.275623504,3.051007728,2.788014239,3.496638838,5.393392062,5.431570615,5.811776821,5.749117916,2.748901533,2.958894362,5.182490494,5.198930594,6.183641817,5.784320764,2.598449423,3.279598527,3.935202362,3.574579727
AT5G13330,1.046849492,1.808729847,1.122769159,1.218654692,-1.036455113,-0.671417379,-0.533108505,1.477072054,1.269524907,2.248753246,2.169215733,1.519033991,1.61866545,4.98146839,4.892412299,1.108784255,1.232427028,0.261008329,-0.322437487,-0.140900617,2.758134069
AT5G13790,1.577364209,1.089358313,0.833262542,0.250363552,1.285472982,1.444059838,1.051853995,0.675617733,0.120661521,0.932493902,0.700662724,1.095226282,0.922057593,0.803706895,0.657867952,-0.397106675,-0.513000145,0.095949082,0.040132593,0.596064977,0.581811296
AT5G13910,0.309883898,0.074711537,-0.462193342,-0.813766786,-1.773420707,-0.671417379,-2.118071006,-2.131737189,-1.595545513,0.118049555,0.828986821,-0.014398209,1.108470718,-3.283755947,-3.590059561,-0.648645442,-0.513000145,0.723980305,-0.322437487,-2.462828712,-4.062044894
AT5G14000,1.704743515,1.254417559,1.435927044,1.012203814,0.729079633,0.913545121,0.203857089,-0.061347861,-1.595545513,0.874778404,1.002318424,0.691870588,1.896966612,-0.224862258,-0.045739045,1.262817883,0.825801769,0.666264807,-0.322437487,0.707096289,0.025417948
AT5G14140,1.997939892,2.05245873,1.750800382,1.835326052,0.889544306,1.203051738,0.689283916,2.022068147,2.197012407,2.105558611,2.434269307,2.180617773,2.213823718,1.639076193,1.964529291,2.057069218,1.875270445,1.994069468,1.118135105,2.522064396,2.004044297
AT5G14280,2.497510901,2.722096538,2.70773166,3.039684551,2.663984605,2.38747631,1.969391835,4.2152197,4.265984549,3.863694905,3.721481196,2.917583368,3.283245119,3.821279524,3.941321899,3.656004661,4.089534985,2.71689088,2.800944929,2.847026551,3.137627451
AT5G14960,-0.357540763,-1.147680885,-0.014734365,-1.103273403,-1.773420707,-2.25637988,-2.118071006,2.391824767,2.442589616,2.054484426,1.844253578,1.760042091,1.845436312,1.013924602,1.128758686,2.27192009,1.774576445,2.062782218,1.728188586,2.327248219,2.166773797
AT5G15150,1.485733734,1.826323907,0.833262542,0.370657785,0.34205651,0.550975042,0.203857089,0.500531026,0.120661521,0.21426487,0.766251066,0.691870588,0.587638554,0.340734918,0.37956679,0.936317059,0.443931133,0.005751273,1.262525014,2.101955907,1.295507111
AT5G15160,0.599390515,1.402516198,2.554108471,1.955620286,3.270973412,3.416045462,3.859208917,1.775153406,1.825918256,1.918280042,1.717341466,2.680188783,2.750577125,-0.961827852,-0.045739045,2.566367449,1.907331654,2.87810345,3.019954711,3.946562224,3.437800993
AT5G15210,4.666132066,4.952856313,4.869537928,5.12126429,4.278241413,4.638437883,4.62339598,3.968399482,3.731525885,4.205512396,4.411389082,3.525576837,3.302481338,2.995467697,3.195665345,4.237486593,4.110343448,3.323017991,3.611674578,3.700401637,3.574579727
AT5G15310,3.699654639,3.909150338,3.917578828,3.819558737,2.369537247,2.135937543,1.969391835,3.422851663,3.262435482,4.051231448,4.147842082,2.85661535,2.473467534,1.574225049,2.173706092,4.834018483,4.339116228,3.275556637,3.740572311,2.491367598,2.204741647
AT5G15830,2.184353016,2.167360825,2.100742853,2.546980558,0.34205651,-0.671417379,0.203857089,-2.868702783,-1.595545513,0.304462679,0.559800189,-2.677363222,-1.12856848,-0.113830945,-0.130627942,-0.18298187,0.353733324,-1.248005319,-3.129792409,-1.240436291,-0.602613275
AT5G15840,1.997939892,1.201468679,-1.114270038,-1.103273403,1.033934215,1.203051738,1.341360613,-0.546774688,0.240955755,-0.833040845,-2.403673935,-2.677363222,-3.935923402,-1.168278729,-0.42013456,-1.581531246,-0.693572391,-1.778520035,-1.544829908,-1.725863118,-4.062044894
AT5G15850,6.751598523,7.145407527,6.32985745,6.143599123,7.156330846,6.984411452,7.183425189,2.803722559,3.112799403,4.854393164,5.143220525,6.254359227,5.860116207,3.986149936,4.227989962,5.918314641,5.558146702,6.444409003,6.298567764,5.401357433,5.622703727
AT5G16540,4.96226416,4.87679922,5.114548652,5.046473717,4.691465342,5.336077157,5.101097514,4.503436758,4.43314992,4.318060282,4.461750043,3.88233252,3.798786219,3.191977484,3.344614191,5.063635889,4.640328346,4.693606656,4.875832141,4.487484164,4.190620539
AT5G16560,3.289706016,3.457181174,3.335762882,3.474994445,1.927019011,2.498507622,2.274246417,3.253693848,3.557101497,2.981167748,3.280022519,1.760042091,2.292895289,3.862600584,3.967084996,2.835554082,3.147729863,2.062782218,1.625095093,1.506797639,2.046479563
AT5G16600,0.912548401,1.228186017,2.872790906,2.136192532,3.607401077,3.80970931,3.990453451,1.327694429,0.882501784,1.32615775,0.631949974,3.485867127,3.531682148,0.685870404,-0.220825751,1.673282653,1.774576445,3.66257976,4.009758944,4.055496596,3.338834543
AT5G16820,2.867879351,2.873629622,2.764875567,2.945970116,3.180775603,3.029022339,3.167331213,3.985126569,3.896307584,3.665210023,3.662415255,3.330131315,3.595458059,3.45771104,3.312817972,3.676713558,3.854864234,3.609975676,3.611674578,3.403419899,3.321659399
AT5G17300,6.608243522,6.980865876,5.029659755,5.13406936,4.865618466,4.754847375,5.021480346,0.190190906,0.45508056,2.517456402,3.398519282,6.30087055,5.853610243,2.142508808,2.101102343,5.529841573,4.948358922,6.616180826,6.799466,6.095592001,5.958935045
AT5G17490,1.33635611,1.059914535,1.207658057,1.281390447,0.548507388,0.550975042,1.051853995,0.831736935,0.45508056,0.469521925,0.22859428,0.49256178,0.15153944,0.26056457,0.110380157,1.434770566,0.89139011,0.934198012,1.393769547,1.506797639,1.77084512
AT5G17800,0.078558352,0.074711537,-1.114270038,-1.465843482,-0.551028286,-2.25637988,-0.533108505,0.972599471,-0.010583012,0.545470779,1.055757683,0.691870588,1.349478817,-0.224862258,0.110380157,0.631462477,0.443931133,0.18083798,0.040132593,0.906405098,0.795936101
AT5G18240,2.269241914,2.348744941,2.764875567,2.845742668,2.422976506,1.444059838,2.274246417,2.146247558,2.006490501,2.536192965,2.512802709,0.595655273,0.8189641,1.540672489,1.943919011,1.368428071,1.938695825,0.095949082,0.570647309,0.34452621,-0.892119892
AT5G18270,0.764449762,1.059914535,0.722231229,2.136192532,0.34205651,0.913545121,0.203857089,0.404315711,1.936949568,1.092958574,1.54118451,0.866957295,1.108470718,3.306207235,3.320832965,1.673282653,1.508061471,1.426594394,0.040132593,0.906405098,1.223357325
AT5G18300,1.046849492,0.726788233,-0.014734365,-1.103273403,-3.358383208,-2.25637988,-2.118071006,-0.205737771,-0.315437594,0.469521925,-0.638139189,-0.355435127,-0.476491783,0.340734918,0.49740328,0.168490501,-0.352535473,-0.556127614,-1.544829908,-1.240436291,-0.892119892
AT5G18550,4.058822134,3.815352789,3.594074878,3.776650145,2.870435483,2.135937543,2.525785184,5.265723537,5.209968062,4.696780102,4.973102637,4.806452556,5.032743391,5.015452072,4.991141021,4.370548123,4.781079965,4.774362494,4.658110151,4.431989051,4.889239821
AT5G18830,4.901510129,4.960843572,5.000215977,5.028297791,4.33510375,4.754847375,4.67634486,4.636447136,4.512978944,4.789499114,4.744039787,4.333864034,4.307250582,4.687787607,4.637155244,4.806094481,4.909312018,4.700811141,4.604917212,4.440048821,4.325972392
AT5G18960,4.727423905,4.771750008,4.508827591,4.458120627,2.369537247,1.203051738,1.78881959,4.631143104,4.488883268,4.519811823,4.260239907,1.570564292,1.896966612,4.041174636,4.180329035,4.708906562,4.551821856,2.106837399,2.800944929,1.680129242,2.087702226
AT5G20730,5.239745016,5.124448977,4.920725383,5.129813619,4.65842508,5.336077157,5.158053399,5.418239954,5.595689995,5.520988093,5.705895574,4.125691563,4.069701147,5.844668068,5.897110542,5.125200218,5.504135767,3.893905306,4.009758944,3.132117877,3.250838062
AT5G22220,1.783815086,2.311750734,1.750800382,2.296657204,1.285472982,1.831082961,1.051853995,1.921374147,1.746846685,2.608796714,2.351213567,1.163939032,1.490341353,2.097065837,2.155894816,1.97026439,1.703317762,1.16007942,0.777098187,1.506797639,1.77084512
AT5G22290,2.323180721,2.604659935,2.228122159,2.782084031,2.474506806,2.69781643,2.836125304,3.281044336,3.331809185,2.867398873,2.640720184,3.485867127,3.595458059,3.712482135,3.893756216,3.50978392,3.300403822,4.330004421,4.734393736,4.02367115,4.317333473
AT5G22890,0.309883898,0.568526149,-0.221185242,0.119119018,-0.551028286,0.065548215,0.689283916,-2.131737189,-1.232975433,-1.570006439,0.029285472,0.49256178,0.922057593,-2.546790352,-1.715590443,0.31658914,0.757089018,0.723980305,0.32963921,-1.725863118,-0.602613275
AT5G23000,-2.123075509,-2.370073306,-3.92162496,-0.813766786,-3.358383208,-2.25637988,-2.118071006,-2.868702783,-1.595545513,0.014956062,-0.818711435,-1.940397627,-3.935923402,-0.345156491,-1.268131466,-1.871037864,0.043393204,-2.141090115,-3.129792409,-2.462828712,-1.254689972
AT5G23090,3.022601946,2.759209711,2.70773166,2.965206335,4.855935913,4.511804445,4.596174512,2.746007061,2.53961407,2.72767411,2.91102259,2.112713709,1.73650194,2.708710381,2.88567387,2.505931595,2.637941753,2.12837056,1.824403902,2.822573507,3.056896179
AT5G23280,5.145583446,5.192169118,5.627196948,5.361612646,3.299828275,3.298208971,2.636816496,4.369701956,4.494945021,4.547780939,4.299537532,4.296094991,4.363284617,4.933797918,5.14125947,4.301111803,4.526241487,3.816426554,4.477537905,4.251416806,4.433810133
AT5G24590,3.431513343,3.517993415,4.149837402,5.302340842,5.471339527,5.691987351,5.830296225,3.680761036,3.689856706,3.484070234,3.429216079,4.288421063,4.239002281,4.486632649,4.282358817,3.183038809,3.633156691,4.330004421,4.201124469,4.382661339,4.334559888
AT5G24800,4.074632649,3.965813247,4.457753407,4.292855634,5.003560566,5.531522679,5.682828894,3.197386407,2.87322397,3.936025593,3.527063402,4.495897492,4.278395719,3.475577461,3.296653153,4.608293313,3.879317278,5.432016028,5.488593094,4.794559131,4.200049952
AT5G24930,7.579789781,7.912629042,7.949895302,7.842170433,8.978402268,8.37206566,8.479050423,6.894509583,7.003836048,6.66786741,6.887727024,6.568189485,6.816457245,5.41321158,5.313822285,7.27955566,7.165651771,7.316290764,7.384921645,7.195977819,7.318957216
AT5G25160,-0.985571985,-0.330544942,-1.599696865,-1.465843482,-3.358383208,-2.25637988,-2.118071006,-0.753225566,-2.08097234,-1.039491722,-0.202040074,-1.940397627,-1.613995307,-2.061363525,-0.927094548,-0.086766555,-0.513000145,-2.141090115,-3.129792409,-1.725863118,-2.477082393
AT5G25190,2.694547748,3.314870076,2.819842026,4.569151939,0.889544306,0.550975042,0.203857089,0.500531026,-0.154972921,0.545470779,1.54118451,1.927498837,2.292895289,3.275939796,2.959404258,1.401980631,1.421904827,1.9704182,2.651567305,1.785098801,1.492543958
AT5G25220,5.311552719,5.503712556,5.871165334,5.992416642,5.379709052,5.423100219,5.589288126,5.44870983,5.511484697,5.311277501,5.556327997,5.637031201,5.727634703,5.500878899,5.613696271,5.537409826,5.771313658,5.631813531,5.574111165,5.042321207,5.315165637
AT5G25390,-4.445003604,-5.539998307,-1.599696865,-4.273198404,-3.358383208,-2.25637988,-2.118071006,0.831736935,0.641493684,-0.347614018,-0.08174584,-2.677363222,-1.613995307,-2.546790352,-3.590059561,-1.340523147,-0.352535473,-0.424883081,-0.322437487,-0.347351495,0.982349226
AT5G25475,3.234476495,2.693621369,3.278047385,2.845742668,3.584131298,2.953073485,3.239480999,2.232835243,1.972138996,2.336884157,2.042582295,2.976079017,3.321464441,1.540672489,0.802257862,2.581088954,2.388221701,3.359893993,3.173988339,4.09686703,3.965861103
AT5G25790,0.684279413,0.074711537,-0.221185242,0.481689098,-1.036455113,-2.25637988,0.203857089,1.327694429,1.269524907,0.814657411,1.055757683,-0.561886004,-1.12856848,1.013924602,0.755715276,0.889774473,1.014246858,-0.556127614,-0.807864314,-1.240436291,-0.155154298
AT5G25810,0.078558352,0.187922147,0.326302553,0.481689098,1.396504294,1.203051738,0.689283916,-0.366202443,-0.943468816,-0.347614018,0.132378965,0.595655273,1.349478817,-2.546790352,-1.268131466,0.68695759,0.353733324,0.884444977,-3.129792409,1.161662153,1.820598156
AT5G25830,4.359127417,4.281775675,4.083999589,3.93137274,-1.036455113,-0.671417379,-0.533108505,1.428977765,0.551295876,5.261476754,5.509215401,4.241500016,3.964943406,2.229313636,2.417434975,5.079275012,4.581931367,3.769231386,3.638391916,3.353088224,3.589006798
AT5G26660,0.078558352,0.187922147,0.165837881,-1.103273403,0.548507388,0.065548215,1.051853995,0.301222218,0.551295876,0.21426487,1.157041019,-1.092400721,0.707932788,-0.781255606,-2.00509706,-0.286075363,0.757089018,-2.141090115,0.040132593,-0.140900617,0.025417948
AT5G26749,1.109585248,1.059914535,0.936356035,0.250363552,-0.551028286,1.203051738,-0.533108505,0.972599471,1.269524907,1.409815679,1.717341466,1.229527374,0.922057593,0.685870404,0.182529943,1.108784255,1.014246858,0.832914677,0.957670433,1.444061884,1.295507111
AT5G26880,5.931121785,5.789237434,5.029659755,4.962815788,5.672283928,5.531522679,5.547264911,5.380805766,5.346968993,4.805032992,4.612019872,4.944688598,5.032743391,5.403911338,5.218368396,4.84625775,4.654565584,5.094582247,5.014865834,5.230658246,5.244016796
AT5G28040,4.050851423,4.069180431,4.223033283,4.016820443,3.954499747,3.169884875,2.926323113,3.845542734,3.896307584,4.064199581,4.166181673,2.112713709,2.130165789,4.004725665,4.310807247,3.967465757,3.973184201,2.106837399,2.424796443,2.522064396,2.732370973
AT5G28300,4.512098438,4.272178998,4.674564796,5.108344547,3.084560288,3.101172124,3.37378209,5.1738686,5.213648409,4.417415495,4.237293975,2.367030898,2.330863139,4.504146613,4.733370559,4.50013375,5.034348064,2.346175712,1.728188586,1.834851837,2.537867949
AT5G28530,2.296463382,2.408368924,1.859734753,2.326714438,-0.188458206,-0.671417379,0.689283916,2.746007061,2.997979001,2.130433279,2.512802709,1.927498837,1.791997053,2.097065837,1.85840094,2.847780384,2.765859228,1.819739288,1.625095093,2.018297978,1.820598156
AT5G28770,5.547934732,5.536149221,4.083999589,4.352510439,4.468165279,5.161472635,5.413310454,0.301222218,0.882501784,2.225852844,2.307820971,3.086402432,3.302481338,1.360100243,1.645156901,3.79508749,2.883352791,4.325350562,4.183090547,3.467908626,3.338834543
AT5G29000,4.113417109,4.236434725,3.020889545,3.392137513,3.821525882,3.893367239,3.663288707,3.711241643,3.497966373,3.984582413,3.721481196,4.489218337,4.354095445,4.776939985,4.681403467,4.017028858,3.813164943,4.282776144,4.447636419,4.107026896,3.965861103
AT5G37020,5.270958386,4.954857277,4.869537928,5.204559862,4.403168025,4.92352921,4.937211429,5.07576527,4.734090677,5.026597468,5.314687691,4.046013308,3.851979158,4.178405465,4.16259984,5.238647716,5.286757629,4.353051158,4.506832212,4.656112361,4.368407658
AT5G37260,8.228967917,8.350930915,4.160524081,3.686803528,3.821525882,3.765987933,4.071753553,3.482972655,3.868562593,3.331530922,3.545860998,6.732734745,6.536767438,3.255402865,3.114996785,3.862918981,2.899382901,6.834962505,6.6532058,6.586112197,6.432810691
AT5G38140,1.783815086,0.688820383,-0.462193342,1.55969161,0.101048411,0.065548215,0.689283916,0.190190906,0.726382582,0.932493902,2.240182254,-0.561886004,1.273529964,0.557546307,-0.317041067,0.573746979,0.443931133,1.921919683,1.514063781,2.581565407,2.347346042
AT5G38860,2.867879351,2.563289501,2.846559364,2.441047113,2.870435483,3.029022339,2.274246417,2.685886068,2.695131648,2.248753246,2.351213567,2.99506212,2.571871238,2.330953898,1.566444925,2.680136324,1.999449856,2.952421771,3.136994132,3.112080124,2.903739391
AT5G39610,0.078558352,0.39073903,0.165837881,1.15306635,-3.358383208,-2.25637988,-2.118071006,0.069896672,0.726382582,-0.833040845,0.132378965,-0.802894104,-2.350960901,0.340734918,1.014802497,0.244439354,0.757089018,-0.556127614,-1.544829908,-1.725863118,-0.361605176
AT5G39660,4.557811412,4.874686928,3.462079332,3.501588655,3.880021531,3.169884875,4.031676113,-0.205737771,0.351987067,2.43997765,1.78219261,3.068591156,2.778322116,1.471131556,1.394833547,2.474736973,1.84248051,2.87810345,3.528419074,2.101955907,2.241735855
AT5G39760,2.938700688,2.804297601,2.14446423,2.385013078,1.165178748,-2.25637988,1.051853995,3.86374733,4.092954592,3.630755966,3.671002751,3.564222765,3.464956035,3.493225326,3.542654361,3.756698661,3.887377048,2.731035063,2.424796443,1.680129242,2.204741647
AT5G39860,1.783815086,1.975701531,2.453414471,2.984189438,-0.551028286,-2.25637988,0.203857089,-1.646310362,-2.08097234,0.21426487,0.889107814,-0.802894104,-2.350960901,-3.283755947,-3.590059561,2.859903943,2.167721339,0.934198012,1.999490608,1.566918631,1.067238123
